C:\Users\User\Desktop\PythonForLab\PD\Lab2\dataset,..\PD\Lab2\dataset,class
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose.csv,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose.csv,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0000.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0000.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0001.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0001.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0002.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0002.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0003.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0003.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0004.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0004.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0005.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0005.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0006.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0006.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0007.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0007.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0008.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0008.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0009.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0009.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0010.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0010.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0011.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0011.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0012.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0012.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0013.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0013.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0014.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0014.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0015.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0015.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0016.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0016.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0017.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0017.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0018.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0018.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0019.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0019.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0020.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0020.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0021.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0021.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0022.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0022.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0023.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0023.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0024.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0024.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0025.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0025.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0026.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0026.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0027.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0027.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0028.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0028.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0029.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0029.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0030.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0030.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0031.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0031.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0032.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0032.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0033.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0033.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0034.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0034.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0035.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0035.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0036.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0036.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0037.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0037.jpg,dog
C:/Users/admin/Desktop/UTM/PD/lab_3/dataset_2\rose_0038.jpg,..\..\..\..\..\admin\Desktop\UTM\PD\lab_3\dataset_2\rose_0038.jpg,dog
